"","SID","topic","article_number","scale_name","value","text","tone_pos","tone_neg"
"3580","s635","health",20,"msg_share_narrow",64,"A top chefs informs people if they want to stop wasting food buy what youre cooking tonight.",0,0
"3581","s638","climate",63,"msg_share_narrow",36,"Article gives new information that encroached grasses are the main  reason for wildfires.",7.69,0
"3582","s640","health",92,"msg_share_narrow",82,"I personally have the psychology of the Parents and Kids....",0,0
"3583","s001","health",6,"msg_share_broad",95,"When trying to lose weight, it is important for me to remember to maintain a diet as well rather than just workout.",9.09,4.55
"3584","s003","climate",79,"msg_share_broad",0,"Because garbage in the ocean is a huge issue that needs to be solved.",0,0
"3585","s005","climate",85,"msg_share_broad",16,"Climate change and global warming may destroy historical heritage sites, such as the ancient place in the Mediterranean.",0,5.56
"3586","s009","climate",69,"msg_share_broad",51,"Some effective ways to recycle things",16.67,0
"3587","s012","health",108,"msg_share_broad",5,"Obesity can lead to heart disease.",0,0
"3588","s015","climate",49,"msg_share_broad",9,"This is something that is happening all the time with China not recycling garbage it is just going to our landfills.",0,0
"3589","s018","climate",91,"msg_share_broad",17,"It is warning people that climate change is real and it is happening now therefore people need to make some changes now if they do not want things to get worse.",0,6.45
"3590","s020","health",86,"msg_share_broad",0,"A program aimed to provide children exercise and thus make them happier is being considered",6.67,0
"3591","s024","health",26,"msg_share_broad",6,"This talks about how a vegan diet can cause health problems.",0,0
"3592","s028","climate",101,"msg_share_broad",74,"It is about marine mammals",0,0
"3593","s031","health",46,"msg_share_broad",72,"Food diet Kidney sones",0,0
"3594","s036","health",90,"msg_share_broad",10,"I want to protect my health",0,0
"3595","s038","climate",63,"msg_share_broad",32,"The spread of wild grass growth allows the chances of wildfires to be worse than they presently have been.",0,5.26
"3596","s041","climate",57,"msg_share_broad",92,"This article matters because some people that I know will love to take part in green living but don't know where or how to start.",8,0
"3597","s043","health",10,"msg_share_broad",1,"Side effects can occur even with simple supplements. A person needs to be cautious.",0,0
"3598","s046","climate",53,"msg_share_broad",80,"due to cause of the disaster like floods and climate change the people get the flood insurance in the change of climate increases",0,0
"3599","s049","climate",93,"msg_share_broad",70,"It will keep them energized about renewable resources.",12.5,0
"3600","s052","climate",1,"msg_share_broad",1,"This article is about wind turbines, drones, and climate change.",0,0
"3601","s054","health",86,"msg_share_broad",37,"Exercise from an early age should be encouraged as it benefits a child's development.",14.29,0
"3602","s056","health",108,"msg_share_broad",67,"Recent study sheds doubts on the link between obesity and cardiovascular disease",0,0
"3603","s058","health",20,"msg_share_broad",33,"I should try to buy only enough produce as I need immediately.",0,0
"3604","s063","climate",21,"msg_share_broad",0,"Because they're going to help kill us all.",12.5,12.5
"3605","s065","climate",75,"msg_share_broad",72,"The article is about how climate change has influenced the elections.",0,0
"3606","s067","climate",85,"msg_share_broad",34,"Because climate change should matter to literally everybody.",0,0
"3607","s069","climate",105,"msg_share_broad",0,"I think it's time to start switching to renewable energy, and as more people see the value in that, the better off this country will be.",3.85,0
"3608","s072","health",22,"msg_share_broad",70,"Flavonoids may protect against cancer and cardiovascular death",0,0
"3609","s074","climate",109,"msg_share_broad",100,"Climate change need to be addressed and it seems the younger generations are aware they are the voice that need to be heard the loudest as it affects their future.",0,0
"3610","s076","climate",15,"msg_share_broad",99,"its about how global warming is negatively impacting our world",0,10
"3611","s079","climate",109,"msg_share_broad",75,"because it's about climate",0,0
"3612","s081","health",78,"msg_share_broad",1,"we are not losing weight because we are eating too much",0,27.27
"3613","s083","health",86,"msg_share_broad",58,"Exercise before school can make kids happier and more energetic.",10,0
"3614","s085","climate",21,"msg_share_broad",2,"This article would affect people I know who don't want coal mining to continue because it's dirty and affects the environment adversely.",0,4.55
"3615","s089","climate",11,"msg_share_broad",35,"I don't typically have holiday food waste, but solving the planet's climate problem is necessary for me and my family's offspring to have a bright future.",7.69,0
"3616","s092","climate",81,"msg_share_broad",50,"Technology might help with climate change.",16.67,0
"3617","s095","climate",49,"msg_share_broad",0,"You may think that you are recycling but it may not actually be happening",0,0
"3618","s099","health",56,"msg_share_broad",9,"is it possible that motivation could be in our genetics?",0,0
"3619","s101","health",36,"msg_share_broad",36,"Walking speed is a reflection of my culture - and I embrace it!!",8.33,0
"3620","s104","health",96,"msg_share_broad",37,"This article matters to me because I have personally known people who have dealt with eating disorders.",0,0
"3621","s108","climate",13,"msg_share_broad",10,"How government can't keep up with recovery funds of natural disasters.",18.18,0
"3622","s111","climate",57,"msg_share_broad",0,"How plastic and paper bags both have their downsides and information about them.",0,0
"3623","s113","climate",89,"msg_share_broad",53,"This article matter because I care for animals and people are trying to remove any kind of protection they have",5,0
"3624","s115","health",52,"msg_share_broad",41,"Eating too much processed meats can cause breast cancer.",0,22.22
"3625","s117","health",60,"msg_share_broad",64,"yes maybe vitamin D is helpful",16.67,0
"3626","s119","health",4,"msg_share_broad",0,"I drink a lot of soda.",0,0
"3627","s121","climate",77,"msg_share_broad",80,"Climate change denial is dangerous to our society.",0,12.5
"3628","s123","health",0,"msg_share_broad",0,"Because I know people who exercise and diet to lose weight.",0,9.09
"3629","s125","climate",47,"msg_share_broad",0,"Everyone could use some advice on cleaning alternatives.",12.5,0
"3630","s127","health",4,"msg_share_broad",6,"If sugar patients avoid sweet.",20,0
"3631","s132","climate",7,"msg_share_broad",0,"I'm worried about the effects of fire on the environment",0,10
"3632","s134","health",56,"msg_share_broad",58,"Going past your limits with exercise may increase the benefits of exercise at the cellular level.",6.25,0
"3633","s137","climate",87,"msg_share_broad",100,"The worlds largest companies are preparing to face up to one trillion spending in climate related risks, becoming more apparent within the next 5 years.",0,0
"3634","s140","climate",91,"msg_share_broad",0,"Because people I know are interested in climate change",11.11,0
"3635","s143","health",40,"msg_share_broad",55,"Vitamins C and E , black tea antioxidants.",0,0
"3636","s146","health",104,"msg_share_broad",56,"A.I. plays a large part in my daily life and is only becoming more important.",13.33,0
"3637","s149","health",72,"msg_share_broad",77,"Bacteria supplement level consumption.",0,0
"3638","s151","health",16,"msg_share_broad",63,"Smoking is so bad for the human body. Staying fit with exercise, eating healthy and thinking positive is the very best a person can do",0,4
"3639","s155","health",60,"msg_share_broad",21,"Consuming vitamin D during pregnancy can have a great effect on the baby's tooth enamel.",6.67,0
"3640","s157","health",14,"msg_share_broad",86,"The article about dancing may be best for the brain.",0,0
"3641","s160","climate",45,"msg_share_broad",53,"This is important because I would not want any natural disaster happening to us",7.14,0
"3642","s163","health",26,"msg_share_broad",100,"My vegan and vegetarian friends, you might want to read this. I'd rather y'all not have to deal with gout and if this helps you avoid it, great!",7.14,0
"3643","s167","climate",81,"msg_share_broad",0,"Technology and business leaders gathered together in San Francisco to discuss topics such as big data, lab grown meat, and the candidacy for governor.",0,0
"3644","s170","climate",67,"msg_share_broad",77,"this is about plastics on earth",0,0
"3645","s177","climate",29,"msg_share_broad",42,"The oil industry has tried to push back on car emissions regulations",0,0
"3646","s184","health",96,"msg_share_broad",52,"People need help sometimes, and it's not shameful. People could use some ideas on how to help.",11.76,5.88
"3647","s186","climate",55,"msg_share_broad",65,"We should carry a reusable bag and should carry our own cloth grocery bags.",0,0
